"workflow_slug","step_order","step_key","step_name_ar","step_type","input_source","output_key","is_required"
"workflow-battery-shooting-time-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-battery-shooting-time-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-image-aspect-ratio-width-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-image-aspect-ratio-width-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-image-aspect-ratio-width-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-image-aspect-ratio-height-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-image-aspect-ratio-height-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-image-aspect-ratio-height-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-shooting-day-cost-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-shooting-day-cost-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-shooting-day-cost-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-editing-time-per-photo-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-editing-time-per-photo-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-editing-time-per-photo-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-walking-distance-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-walking-distance-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-walking-distance-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-workout-volume-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-workout-volume-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-workout-volume-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-one-rep-max-estimator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-one-rep-max-estimator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-one-rep-max-estimator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-weekly-training-load-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-weekly-training-load-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-weekly-training-load-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-calories-per-workout-estimator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-calories-per-workout-estimator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-calories-per-workout-estimator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-training-consistency-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-training-consistency-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-training-consistency-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-swimming-pace-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-swimming-pace-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-swimming-pace-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-weekly-distance-goal-progress-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-weekly-distance-goal-progress-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-weekly-distance-goal-progress-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-startup-revenue-per-employee-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-startup-revenue-per-employee-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-startup-revenue-per-employee-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-telecom-support-cost-per-subscriber-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-telecom-support-cost-per-subscriber-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-telecom-support-cost-per-subscriber-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-dropped-call-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-dropped-call-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-dropped-call-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-telecom-subscriber-acquisition-cost-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-telecom-subscriber-acquisition-cost-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-telecom-subscriber-acquisition-cost-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-monthly-recurring-revenue-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-monthly-recurring-revenue-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-monthly-recurring-revenue-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-telecom-revenue-per-minute-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-telecom-revenue-per-minute-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-telecom-revenue-per-minute-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-telecom-data-usage-growth-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-telecom-data-usage-growth-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-telecom-data-usage-growth-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-annual-recurring-revenue-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-annual-recurring-revenue-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-annual-recurring-revenue-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-saas-customer-churn-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-saas-customer-churn-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-saas-customer-churn-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-saas-revenue-churn-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-saas-revenue-churn-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-saas-revenue-churn-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-net-revenue-retention-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-net-revenue-retention-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-net-revenue-retention-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-saas-arpu-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-saas-arpu-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-saas-arpu-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-saas-cac-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-saas-cac-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-saas-cac-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-saas-ltv-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-saas-ltv-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-saas-ltv-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-saas-ltv-cac-ratio-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-saas-ltv-cac-ratio-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-saas-ltv-cac-ratio-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-saas-cac-payback-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-saas-cac-payback-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-saas-cac-payback-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-startup-net-burn-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-startup-net-burn-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-startup-net-burn-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-startup-runway-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-startup-runway-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-startup-runway-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-startup-gross-burn-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-startup-gross-burn-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-startup-gross-burn-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-rental-idle-days-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-rental-idle-days-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-rental-idle-days-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-post-money-valuation-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-post-money-valuation-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-post-money-valuation-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-investor-equity-percentage-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-investor-equity-percentage-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-investor-equity-percentage-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-founder-dilution-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-founder-dilution-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-founder-dilution-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-startup-break-even-customers-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-startup-break-even-customers-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-startup-break-even-customers-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-startup-cash-need-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-startup-cash-need-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-startup-cash-need-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-startup-monthly-growth-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-startup-monthly-growth-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-startup-monthly-growth-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-telecom-data-cost-per-gb-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-telecom-data-cost-per-gb-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-telecom-data-cost-per-gb-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-purchase-price-variance-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-purchase-price-variance-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-purchase-price-variance-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-procurement-savings-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-procurement-savings-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-procurement-savings-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-supplier-defect-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-supplier-defect-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-supplier-defect-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-supplier-on-time-delivery-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-supplier-on-time-delivery-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-supplier-on-time-delivery-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-spend-under-management-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-spend-under-management-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-spend-under-management-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-average-procurement-order-value-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-average-procurement-order-value-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-average-procurement-order-value-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-procurement-lead-time-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-procurement-lead-time-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-procurement-lead-time-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-supplier-concentration-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-supplier-concentration-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-supplier-concentration-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-procurement-cycle-time-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-procurement-cycle-time-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-procurement-cycle-time-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-cost-avoidance-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-cost-avoidance-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-cost-avoidance-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-defect-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-defect-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-defect-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-first-pass-yield-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-first-pass-yield-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-first-pass-yield-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-rework-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-rework-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-rework-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-customer-complaint-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-customer-complaint-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-customer-complaint-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-cost-of-poor-quality-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-cost-of-poor-quality-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-cost-of-poor-quality-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-inspection-pass-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-inspection-pass-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-inspection-pass-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-defects-per-million-opportunities-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-defects-per-million-opportunities-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-defects-per-million-opportunities-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-audit-finding-closure-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-audit-finding-closure-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-audit-finding-closure-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-quality-loss-cost-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-quality-loss-cost-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-quality-loss-cost-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-process-conformance-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-process-conformance-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-process-conformance-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-mtbf-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-mtbf-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-mtbf-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-maintenance-mttr-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-maintenance-mttr-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-maintenance-mttr-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-equipment-availability-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-equipment-availability-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-equipment-availability-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-preventive-maintenance-compliance-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-preventive-maintenance-compliance-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-preventive-maintenance-compliance-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-maintenance-cost-per-asset-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-maintenance-cost-per-asset-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-maintenance-cost-per-asset-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-maintenance-cost-to-replacement-value-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-maintenance-cost-to-replacement-value-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-maintenance-cost-to-replacement-value-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-planned-maintenance-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-planned-maintenance-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-planned-maintenance-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-telecom-retention-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-telecom-retention-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-telecom-retention-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-emergency-maintenance-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-emergency-maintenance-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-emergency-maintenance-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-maintenance-backlog-weeks-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-maintenance-backlog-weeks-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-maintenance-backlog-weeks-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-spare-parts-turnover-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-spare-parts-turnover-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-spare-parts-turnover-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-franchise-royalty-fee-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-franchise-royalty-fee-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-franchise-royalty-fee-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-franchise-marketing-fund-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-franchise-marketing-fund-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-franchise-marketing-fund-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-franchise-break-even-sales-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-franchise-break-even-sales-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-franchise-break-even-sales-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-franchise-payback-period-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-franchise-payback-period-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-franchise-payback-period-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-same-store-sales-growth-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-same-store-sales-growth-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-same-store-sales-growth-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-revenue-per-franchise-location-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-revenue-per-franchise-location-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-revenue-per-franchise-location-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-franchise-gross-margin-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-franchise-gross-margin-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-franchise-gross-margin-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-royalty-coverage-ratio-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-royalty-coverage-ratio-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-royalty-coverage-ratio-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-franchise-opening-cost-per-sqm-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-franchise-opening-cost-per-sqm-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-franchise-opening-cost-per-sqm-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-average-unit-volume-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-average-unit-volume-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-average-unit-volume-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-rental-asset-yield-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-rental-asset-yield-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
