"slug","name_ar","name_en","description","category_slug","engine_group","is_active","version"
"workflow-insurance-deductible-impact-calculator-standard","حاسبة أثر التحمل — مسار الحساب","Deductible Impact Calculator — standard","مسار مسار الحساب لأداة حاسبة أثر التحمل.","insurance-tools","formula","true","1"
"workflow-claim-loss-ratio-calculator-standard","حاسبة نسبة الخسائر التأمينية — مسار الحساب","Insurance Loss Ratio Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة الخسائر التأمينية.","insurance-tools","formula","true","1"
"workflow-insurance-coverage-gap-calculator-standard","حاسبة فجوة التغطية — مسار الحساب","Insurance Coverage Gap Calculator — standard","مسار مسار الحساب لأداة حاسبة فجوة التغطية.","insurance-tools","formula","true","1"
"workflow-insurance-commission-calculator-standard","حاسبة عمولة التأمين — مسار الحساب","Insurance Commission Calculator — standard","مسار مسار الحساب لأداة حاسبة عمولة التأمين.","insurance-tools","formula","true","1"
"workflow-claim-frequency-calculator-standard","حاسبة تكرار المطالبات — مسار الحساب","Claim Frequency Calculator — standard","مسار مسار الحساب لأداة حاسبة تكرار المطالبات.","insurance-tools","formula","true","1"
"workflow-average-claim-size-calculator-standard","حاسبة متوسط المطالبة — مسار الحساب","Average Claim Size Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط المطالبة.","insurance-tools","formula","true","1"
"workflow-policy-renewal-rate-calculator-standard","حاسبة معدل تجديد الوثائق — مسار الحساب","Policy Renewal Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل تجديد الوثائق.","insurance-tools","formula","true","1"
"workflow-insurance-cost-per-day-calculator-standard","حاسبة تكلفة التأمين اليومية — مسار الحساب","Insurance Cost per Day Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة التأمين اليومية.","insurance-tools","formula","true","1"
"workflow-insurance-solvency-buffer-calculator-standard","حاسبة هامش الملاءة المبسط — مسار الحساب","Simplified Solvency Buffer Calculator — standard","مسار مسار الحساب لأداة حاسبة هامش الملاءة المبسط.","insurance-tools","formula","true","1"
"workflow-electricity-demand-cost-calculator-standard","حاسبة تكلفة الطلب الكهربائي — مسار الحساب","Electricity Demand Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الطلب الكهربائي.","energy-tools","formula","true","1"
"workflow-solar-panel-output-calculator-standard","حاسبة إنتاج الألواح الشمسية — مسار الحساب","Solar Panel Output Calculator — standard","مسار مسار الحساب لأداة حاسبة إنتاج الألواح الشمسية.","energy-tools","formula","true","1"
"workflow-battery-backup-hours-calculator-standard","حاسبة ساعات البطارية الاحتياطية — مسار الحساب","Battery Backup Hours Calculator — standard","مسار مسار الحساب لأداة حاسبة ساعات البطارية الاحتياطية.","energy-tools","formula","true","1"
"workflow-power-factor-penalty-calculator-standard","حاسبة غرامة معامل القدرة — مسار الحساب","Power Factor Penalty Calculator — standard","مسار مسار الحساب لأداة حاسبة غرامة معامل القدرة.","energy-tools","formula","true","1"
"workflow-generator-fuel-consumption-calculator-standard","حاسبة استهلاك وقود المولد — مسار الحساب","Generator Fuel Consumption Calculator — standard","مسار مسار الحساب لأداة حاسبة استهلاك وقود المولد.","energy-tools","formula","true","1"
"workflow-energy-cost-per-unit-calculator-standard","حاسبة تكلفة الطاقة لكل وحدة — مسار الحساب","Energy Cost per Unit Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الطاقة لكل وحدة.","energy-tools","formula","true","1"
"workflow-annual-energy-savings-calculator-standard","حاسبة التوفير السنوي للطاقة — مسار الحساب","Annual Energy Savings Calculator — standard","مسار مسار الحساب لأداة حاسبة التوفير السنوي للطاقة.","energy-tools","formula","true","1"
"workflow-load-factor-calculator-standard","حاسبة معامل الحمل — مسار الحساب","Load Factor Calculator — standard","مسار مسار الحساب لأداة حاسبة معامل الحمل.","energy-tools","formula","true","1"
"workflow-energy-intensity-calculator-standard","حاسبة كثافة الطاقة — مسار الحساب","Energy Intensity Calculator — standard","مسار مسار الحساب لأداة حاسبة كثافة الطاقة.","energy-tools","formula","true","1"
"workflow-peak-demand-reduction-savings-calculator-standard","حاسبة توفير خفض الطلب الأقصى — مسار الحساب","Peak Demand Reduction Savings Calculator — standard","مسار مسار الحساب لأداة حاسبة توفير خفض الطلب الأقصى.","energy-tools","formula","true","1"
"workflow-security-incident-rate-calculator-standard","حاسبة معدل الحوادث الأمنية — مسار الحساب","Security Incident Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل الحوادث الأمنية.","cybersecurity-tools","formula","true","1"
"workflow-mean-time-to-detect-calculator-standard","حاسبة متوسط زمن الاكتشاف MTTD — مسار الحساب","Mean Time to Detect Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط زمن الاكتشاف MTTD.","cybersecurity-tools","formula","true","1"
"workflow-mean-time-to-respond-calculator-standard","حاسبة متوسط زمن الاستجابة MTTR — مسار الحساب","Mean Time to Respond Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط زمن الاستجابة MTTR.","cybersecurity-tools","formula","true","1"
"workflow-phishing-click-rate-calculator-standard","حاسبة معدل النقر على التصيد — مسار الحساب","Phishing Click Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل النقر على التصيد.","cybersecurity-tools","formula","true","1"
"workflow-patch-compliance-rate-calculator-standard","حاسبة الالتزام بالتحديثات — مسار الحساب","Patch Compliance Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة الالتزام بالتحديثات.","cybersecurity-tools","formula","true","1"
"workflow-vulnerability-remediation-rate-calculator-standard","حاسبة معالجة الثغرات — مسار الحساب","Vulnerability Remediation Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معالجة الثغرات.","cybersecurity-tools","formula","true","1"
"workflow-security-awareness-completion-rate-calculator-standard","حاسبة إكمال التوعية الأمنية — مسار الحساب","Security Awareness Completion Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة إكمال التوعية الأمنية.","cybersecurity-tools","formula","true","1"
"workflow-backup-success-rate-calculator-standard","حاسبة نجاح النسخ الاحتياطي — مسار الحساب","Backup Success Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة نجاح النسخ الاحتياطي.","cybersecurity-tools","formula","true","1"
"workflow-security-risk-exposure-calculator-standard","حاسبة التعرض للمخاطر الأمنية — مسار الحساب","Security Risk Exposure Calculator — standard","مسار مسار الحساب لأداة حاسبة التعرض للمخاطر الأمنية.","cybersecurity-tools","formula","true","1"
"workflow-endpoint-coverage-rate-calculator-standard","حاسبة تغطية حماية الأجهزة — مسار الحساب","Endpoint Coverage Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة تغطية حماية الأجهزة.","cybersecurity-tools","formula","true","1"
"workflow-photo-storage-calculator-standard","حاسبة مساحة تخزين الصور — مسار الحساب","Photo Storage Calculator — standard","مسار مسار الحساب لأداة حاسبة مساحة تخزين الصور.","photography-tools","formula","true","1"
"workflow-video-storage-calculator-standard","حاسبة مساحة تخزين الفيديو — مسار الحساب","Video Storage Calculator — standard","مسار مسار الحساب لأداة حاسبة مساحة تخزين الفيديو.","photography-tools","formula","true","1"
"workflow-photography-project-price-calculator-standard","حاسبة سعر جلسة التصوير — مسار الحساب","Photography Project Price Calculator — standard","مسار مسار الحساب لأداة حاسبة سعر جلسة التصوير.","photography-tools","formula","true","1"
"workflow-photo-print-cost-calculator-standard","حاسبة تكلفة طباعة الصور — مسار الحساب","Photo Print Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة طباعة الصور.","photography-tools","formula","true","1"
"workflow-camera-depreciation-calculator-standard","حاسبة انخفاض قيمة الكاميرا — مسار الحساب","Camera Depreciation Calculator — standard","مسار مسار الحساب لأداة حاسبة انخفاض قيمة الكاميرا.","photography-tools","formula","true","1"
"workflow-battery-shooting-time-calculator-standard","حاسبة زمن التصوير بالبطاريات — مسار الحساب","Battery Shooting Time Calculator — standard","مسار مسار الحساب لأداة حاسبة زمن التصوير بالبطاريات.","photography-tools","formula","true","1"
"workflow-image-aspect-ratio-width-calculator-standard","حاسبة عرض الصورة حسب النسبة — مسار الحساب","Image Width from Aspect Ratio Calculator — standard","مسار مسار الحساب لأداة حاسبة عرض الصورة حسب النسبة.","photography-tools","formula","true","1"
"workflow-image-aspect-ratio-height-calculator-standard","حاسبة ارتفاع الصورة حسب النسبة — مسار الحساب","Image Height from Aspect Ratio Calculator — standard","مسار مسار الحساب لأداة حاسبة ارتفاع الصورة حسب النسبة.","photography-tools","formula","true","1"
"workflow-shooting-day-cost-calculator-standard","حاسبة تكلفة يوم التصوير — مسار الحساب","Shooting Day Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة يوم التصوير.","photography-tools","formula","true","1"
"workflow-editing-time-per-photo-calculator-standard","حاسبة وقت تعديل الصورة — مسار الحساب","Editing Time per Photo Calculator — standard","مسار مسار الحساب لأداة حاسبة وقت تعديل الصورة.","photography-tools","formula","true","1"
"workflow-walking-distance-calculator-standard","حاسبة مسافة المشي — مسار الحساب","Walking Distance Calculator — standard","مسار مسار الحساب لأداة حاسبة مسافة المشي.","fitness-tools","formula","true","1"
"workflow-workout-volume-calculator-standard","حاسبة حجم التمرين — مسار الحساب","Workout Volume Calculator — standard","مسار مسار الحساب لأداة حاسبة حجم التمرين.","fitness-tools","formula","true","1"
"workflow-one-rep-max-estimator-standard","حاسبة الحد الأقصى لتكرار واحد — مسار الحساب","One Rep Max Estimator — standard","مسار مسار الحساب لأداة حاسبة الحد الأقصى لتكرار واحد.","fitness-tools","formula","true","1"
"workflow-weekly-training-load-calculator-standard","حاسبة الحمل التدريبي الأسبوعي — مسار الحساب","Weekly Training Load Calculator — standard","مسار مسار الحساب لأداة حاسبة الحمل التدريبي الأسبوعي.","fitness-tools","formula","true","1"
"workflow-calories-per-workout-estimator-standard","حاسبة السعرات في التمرين — مسار الحساب","Workout Calories Estimator — standard","مسار مسار الحساب لأداة حاسبة السعرات في التمرين.","fitness-tools","formula","true","1"
"workflow-training-consistency-rate-calculator-standard","حاسبة الالتزام بالتمرين — مسار الحساب","Training Consistency Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة الالتزام بالتمرين.","fitness-tools","formula","true","1"
"workflow-swimming-pace-calculator-standard","حاسبة وتيرة السباحة — مسار الحساب","Swimming Pace Calculator — standard","مسار مسار الحساب لأداة حاسبة وتيرة السباحة.","fitness-tools","formula","true","1"
"workflow-weekly-distance-goal-progress-calculator-standard","حاسبة تقدم هدف المسافة الأسبوعي — مسار الحساب","Weekly Distance Goal Progress Calculator — standard","مسار مسار الحساب لأداة حاسبة تقدم هدف المسافة الأسبوعي.","fitness-tools","formula","true","1"
"workflow-startup-revenue-per-employee-calculator-standard","حاسبة الإيراد لكل موظف ناشئ — مسار الحساب","Startup Revenue per Employee Calculator — standard","مسار مسار الحساب لأداة حاسبة الإيراد لكل موظف ناشئ.","startup-tools","formula","true","1"
"workflow-telecom-support-cost-per-subscriber-calculator-standard","حاسبة دعم المشترك — مسار الحساب","Support Cost per Subscriber Calculator — standard","مسار مسار الحساب لأداة حاسبة دعم المشترك.","telecom-tools","formula","true","1"
"workflow-dropped-call-rate-calculator-standard","حاسبة معدل انقطاع المكالمات — مسار الحساب","Dropped Call Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل انقطاع المكالمات.","telecom-tools","formula","true","1"
"workflow-telecom-subscriber-acquisition-cost-calculator-standard","حاسبة اكتساب مشترك — مسار الحساب","Subscriber Acquisition Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة اكتساب مشترك.","telecom-tools","formula","true","1"
"workflow-monthly-recurring-revenue-calculator-standard","حاسبة الإيراد الشهري المتكرر MRR — مسار الحساب","Monthly Recurring Revenue Calculator — standard","مسار مسار الحساب لأداة حاسبة الإيراد الشهري المتكرر MRR.","saas-tools","formula","true","1"
"workflow-telecom-revenue-per-minute-calculator-standard","حاسبة الإيراد لكل دقيقة اتصال — مسار الحساب","Revenue per Call Minute Calculator — standard","مسار مسار الحساب لأداة حاسبة الإيراد لكل دقيقة اتصال.","telecom-tools","formula","true","1"
"workflow-telecom-data-usage-growth-calculator-standard","حاسبة نمو استخدام البيانات — مسار الحساب","Data Usage Growth Calculator — standard","مسار مسار الحساب لأداة حاسبة نمو استخدام البيانات.","telecom-tools","formula","true","1"
"workflow-annual-recurring-revenue-calculator-standard","حاسبة الإيراد السنوي المتكرر ARR — مسار الحساب","Annual Recurring Revenue Calculator — standard","مسار مسار الحساب لأداة حاسبة الإيراد السنوي المتكرر ARR.","saas-tools","formula","true","1"
"workflow-saas-customer-churn-rate-calculator-standard","حاسبة معدل تسرب عملاء SaaS — مسار الحساب","SaaS Customer Churn Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل تسرب عملاء SaaS.","saas-tools","formula","true","1"
"workflow-saas-revenue-churn-rate-calculator-standard","حاسبة تسرب الإيراد — مسار الحساب","Revenue Churn Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة تسرب الإيراد.","saas-tools","formula","true","1"
"workflow-net-revenue-retention-calculator-standard","حاسبة صافي الاحتفاظ بالإيراد NRR — مسار الحساب","Net Revenue Retention Calculator — standard","مسار مسار الحساب لأداة حاسبة صافي الاحتفاظ بالإيراد NRR.","saas-tools","formula","true","1"
"workflow-saas-arpu-calculator-standard","حاسبة متوسط الإيراد لكل مستخدم — مسار الحساب","SaaS ARPU Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط الإيراد لكل مستخدم.","saas-tools","formula","true","1"
"workflow-saas-cac-calculator-standard","حاسبة تكلفة اكتساب عميل SaaS — مسار الحساب","SaaS CAC Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة اكتساب عميل SaaS.","saas-tools","formula","true","1"
"workflow-saas-ltv-calculator-standard","حاسبة قيمة عميل SaaS — مسار الحساب","SaaS Customer Lifetime Value Calculator — standard","مسار مسار الحساب لأداة حاسبة قيمة عميل SaaS.","saas-tools","formula","true","1"
"workflow-saas-ltv-cac-ratio-calculator-standard","حاسبة نسبة LTV إلى CAC — مسار الحساب","LTV to CAC Ratio Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة LTV إلى CAC.","saas-tools","formula","true","1"
"workflow-saas-cac-payback-calculator-standard","حاسبة فترة استرداد CAC — مسار الحساب","CAC Payback Period Calculator — standard","مسار مسار الحساب لأداة حاسبة فترة استرداد CAC.","saas-tools","formula","true","1"
"workflow-startup-net-burn-rate-calculator-standard","حاسبة صافي الحرق الشهري — مسار الحساب","Startup Net Burn Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة صافي الحرق الشهري.","startup-tools","formula","true","1"
"workflow-startup-runway-calculator-standard","حاسبة مدة السيولة للشركة الناشئة — مسار الحساب","Startup Runway Calculator — standard","مسار مسار الحساب لأداة حاسبة مدة السيولة للشركة الناشئة.","startup-tools","formula","true","1"
"workflow-startup-gross-burn-calculator-standard","حاسبة إجمالي الحرق — مسار الحساب","Startup Gross Burn Calculator — standard","مسار مسار الحساب لأداة حاسبة إجمالي الحرق.","startup-tools","formula","true","1"
"workflow-rental-idle-days-calculator-standard","حاسبة أيام التعطل — مسار الحساب","Rental Idle Days Calculator — standard","مسار مسار الحساب لأداة حاسبة أيام التعطل.","rental-business-tools","formula","true","1"
"workflow-post-money-valuation-calculator-standard","حاسبة التقييم بعد الاستثمار — مسار الحساب","Post-money Valuation Calculator — standard","مسار مسار الحساب لأداة حاسبة التقييم بعد الاستثمار.","startup-tools","formula","true","1"
"workflow-investor-equity-percentage-calculator-standard","حاسبة نسبة المستثمر — مسار الحساب","Investor Equity Percentage Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة المستثمر.","startup-tools","formula","true","1"
"workflow-founder-dilution-calculator-standard","حاسبة تخفيف حصة المؤسس — مسار الحساب","Founder Dilution Calculator — standard","مسار مسار الحساب لأداة حاسبة تخفيف حصة المؤسس.","startup-tools","formula","true","1"
"workflow-startup-break-even-customers-calculator-standard","حاسبة عملاء نقطة التعادل — مسار الحساب","Startup Break-even Customers Calculator — standard","مسار مسار الحساب لأداة حاسبة عملاء نقطة التعادل.","startup-tools","formula","true","1"
"workflow-startup-cash-need-calculator-standard","حاسبة الاحتياج النقدي — مسار الحساب","Startup Cash Need Calculator — standard","مسار مسار الحساب لأداة حاسبة الاحتياج النقدي.","startup-tools","formula","true","1"
"workflow-startup-monthly-growth-rate-calculator-standard","حاسبة النمو الشهري للشركة الناشئة — مسار الحساب","Startup Monthly Growth Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة النمو الشهري للشركة الناشئة.","startup-tools","formula","true","1"
"workflow-telecom-data-cost-per-gb-calculator-standard","حاسبة تكلفة الجيجابايت — مسار الحساب","Telecom Cost per GB Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الجيجابايت.","telecom-tools","formula","true","1"
"workflow-purchase-price-variance-calculator-standard","حاسبة انحراف سعر الشراء — مسار الحساب","Purchase Price Variance Calculator — standard","مسار مسار الحساب لأداة حاسبة انحراف سعر الشراء.","procurement-tools","formula","true","1"
"workflow-procurement-savings-rate-calculator-standard","حاسبة معدل وفورات المشتريات — مسار الحساب","Procurement Savings Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل وفورات المشتريات.","procurement-tools","formula","true","1"
"workflow-supplier-defect-rate-calculator-standard","حاسبة عيوب المورد — مسار الحساب","Supplier Defect Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة عيوب المورد.","procurement-tools","formula","true","1"
"workflow-supplier-on-time-delivery-calculator-standard","حاسبة التزام المورد بالتسليم — مسار الحساب","Supplier On-time Delivery Calculator — standard","مسار مسار الحساب لأداة حاسبة التزام المورد بالتسليم.","procurement-tools","formula","true","1"
"workflow-spend-under-management-calculator-standard","حاسبة الإنفاق تحت الإدارة — مسار الحساب","Spend Under Management Calculator — standard","مسار مسار الحساب لأداة حاسبة الإنفاق تحت الإدارة.","procurement-tools","formula","true","1"
"workflow-average-procurement-order-value-calculator-standard","حاسبة متوسط طلب الشراء — مسار الحساب","Average Procurement Order Value Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط طلب الشراء.","procurement-tools","formula","true","1"
"workflow-procurement-lead-time-calculator-standard","حاسبة متوسط مدة التوريد — مسار الحساب","Procurement Lead Time Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط مدة التوريد.","procurement-tools","formula","true","1"
"workflow-supplier-concentration-calculator-standard","حاسبة تركّز الإنفاق على مورد — مسار الحساب","Supplier Concentration Calculator — standard","مسار مسار الحساب لأداة حاسبة تركّز الإنفاق على مورد.","procurement-tools","formula","true","1"
"workflow-procurement-cycle-time-calculator-standard","حاسبة دورة الشراء — مسار الحساب","Procurement Cycle Time Calculator — standard","مسار مسار الحساب لأداة حاسبة دورة الشراء.","procurement-tools","formula","true","1"
"workflow-cost-avoidance-calculator-standard","حاسبة تجنب التكلفة — مسار الحساب","Cost Avoidance Calculator — standard","مسار مسار الحساب لأداة حاسبة تجنب التكلفة.","procurement-tools","formula","true","1"
"workflow-defect-rate-calculator-standard","حاسبة معدل العيوب — مسار الحساب","Defect Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل العيوب.","quality-tools","formula","true","1"
"workflow-first-pass-yield-calculator-standard","حاسبة العائد من المرة الأولى — مسار الحساب","First Pass Yield Calculator — standard","مسار مسار الحساب لأداة حاسبة العائد من المرة الأولى.","quality-tools","formula","true","1"
"workflow-rework-rate-calculator-standard","حاسبة معدل إعادة العمل — مسار الحساب","Rework Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل إعادة العمل.","quality-tools","formula","true","1"
"workflow-customer-complaint-rate-calculator-standard","حاسبة معدل شكاوى العملاء — مسار الحساب","Customer Complaint Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل شكاوى العملاء.","quality-tools","formula","true","1"
"workflow-cost-of-poor-quality-calculator-standard","حاسبة تكلفة ضعف الجودة — مسار الحساب","Cost of Poor Quality Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة ضعف الجودة.","quality-tools","formula","true","1"
"workflow-inspection-pass-rate-calculator-standard","حاسبة اجتياز الفحص — مسار الحساب","Inspection Pass Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة اجتياز الفحص.","quality-tools","formula","true","1"
"workflow-defects-per-million-opportunities-calculator-standard","حاسبة العيوب لكل مليون فرصة — مسار الحساب","DPMO Calculator — standard","مسار مسار الحساب لأداة حاسبة العيوب لكل مليون فرصة.","quality-tools","formula","true","1"
"workflow-audit-finding-closure-rate-calculator-standard","حاسبة إغلاق ملاحظات التدقيق — مسار الحساب","Audit Finding Closure Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة إغلاق ملاحظات التدقيق.","quality-tools","formula","true","1"
"workflow-quality-loss-cost-calculator-standard","حاسبة تكلفة فقد الجودة — مسار الحساب","Quality Loss Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة فقد الجودة.","quality-tools","formula","true","1"
"workflow-process-conformance-rate-calculator-standard","حاسبة مطابقة العملية — مسار الحساب","Process Conformance Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة مطابقة العملية.","quality-tools","formula","true","1"
"workflow-mtbf-calculator-standard","حاسبة متوسط الزمن بين الأعطال MTBF — مسار الحساب","MTBF Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط الزمن بين الأعطال MTBF.","maintenance-tools","formula","true","1"
"workflow-maintenance-mttr-calculator-standard","حاسبة متوسط زمن الإصلاح MTTR — مسار الحساب","Maintenance MTTR Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط زمن الإصلاح MTTR.","maintenance-tools","formula","true","1"
"workflow-equipment-availability-calculator-standard","حاسبة توفر المعدات — مسار الحساب","Equipment Availability Calculator — standard","مسار مسار الحساب لأداة حاسبة توفر المعدات.","maintenance-tools","formula","true","1"
"workflow-preventive-maintenance-compliance-calculator-standard","حاسبة الالتزام بالصيانة الوقائية — مسار الحساب","Preventive Maintenance Compliance Calculator — standard","مسار مسار الحساب لأداة حاسبة الالتزام بالصيانة الوقائية.","maintenance-tools","formula","true","1"
"workflow-maintenance-cost-per-asset-calculator-standard","حاسبة تكلفة الصيانة لكل أصل — مسار الحساب","Maintenance Cost per Asset Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الصيانة لكل أصل.","maintenance-tools","formula","true","1"
"workflow-maintenance-cost-to-replacement-value-calculator-standard","حاسبة تكلفة الصيانة إلى قيمة الاستبدال — مسار الحساب","Maintenance Cost to Replacement Value Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الصيانة إلى قيمة الاستبدال.","maintenance-tools","formula","true","1"
"workflow-planned-maintenance-rate-calculator-standard","حاسبة نسبة الصيانة المخططة — مسار الحساب","Planned Maintenance Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة الصيانة المخططة.","maintenance-tools","formula","true","1"
"workflow-telecom-retention-rate-calculator-standard","حاسبة الاحتفاظ بالمشتركين — مسار الحساب","Subscriber Retention Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة الاحتفاظ بالمشتركين.","telecom-tools","formula","true","1"
"workflow-emergency-maintenance-rate-calculator-standard","حاسبة نسبة الصيانة الطارئة — مسار الحساب","Emergency Maintenance Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة الصيانة الطارئة.","maintenance-tools","formula","true","1"
"workflow-maintenance-backlog-weeks-calculator-standard","حاسبة أسابيع تراكم الصيانة — مسار الحساب","Maintenance Backlog Weeks Calculator — standard","مسار مسار الحساب لأداة حاسبة أسابيع تراكم الصيانة.","maintenance-tools","formula","true","1"
"workflow-spare-parts-turnover-calculator-standard","حاسبة دوران قطع الغيار — مسار الحساب","Spare Parts Turnover Calculator — standard","مسار مسار الحساب لأداة حاسبة دوران قطع الغيار.","maintenance-tools","formula","true","1"
"workflow-franchise-royalty-fee-calculator-standard","حاسبة رسوم الامتياز الشهرية — مسار الحساب","Franchise Royalty Fee Calculator — standard","مسار مسار الحساب لأداة حاسبة رسوم الامتياز الشهرية.","franchise-tools","formula","true","1"
"workflow-franchise-marketing-fund-calculator-standard","حاسبة صندوق التسويق — مسار الحساب","Franchise Marketing Fund Calculator — standard","مسار مسار الحساب لأداة حاسبة صندوق التسويق.","franchise-tools","formula","true","1"
"workflow-franchise-break-even-sales-calculator-standard","حاسبة مبيعات تعادل الفرع — مسار الحساب","Franchise Break-even Sales Calculator — standard","مسار مسار الحساب لأداة حاسبة مبيعات تعادل الفرع.","franchise-tools","formula","true","1"
"workflow-franchise-payback-period-calculator-standard","حاسبة فترة استرداد الفرع — مسار الحساب","Franchise Payback Period Calculator — standard","مسار مسار الحساب لأداة حاسبة فترة استرداد الفرع.","franchise-tools","formula","true","1"
"workflow-same-store-sales-growth-calculator-standard","حاسبة نمو مبيعات الفرع القائم — مسار الحساب","Same-store Sales Growth Calculator — standard","مسار مسار الحساب لأداة حاسبة نمو مبيعات الفرع القائم.","franchise-tools","formula","true","1"
"workflow-revenue-per-franchise-location-calculator-standard","حاسبة الإيراد لكل فرع — مسار الحساب","Revenue per Franchise Location Calculator — standard","مسار مسار الحساب لأداة حاسبة الإيراد لكل فرع.","franchise-tools","formula","true","1"
"workflow-franchise-gross-margin-calculator-standard","حاسبة هامش الفرع — مسار الحساب","Franchise Gross Margin Calculator — standard","مسار مسار الحساب لأداة حاسبة هامش الفرع.","franchise-tools","formula","true","1"
"workflow-royalty-coverage-ratio-calculator-standard","حاسبة تغطية رسوم الامتياز — مسار الحساب","Royalty Coverage Ratio Calculator — standard","مسار مسار الحساب لأداة حاسبة تغطية رسوم الامتياز.","franchise-tools","formula","true","1"
"workflow-franchise-opening-cost-per-sqm-calculator-standard","حاسبة تكلفة افتتاح الفرع لكل متر — مسار الحساب","Franchise Opening Cost per Square Meter Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة افتتاح الفرع لكل متر.","franchise-tools","formula","true","1"
"workflow-average-unit-volume-calculator-standard","حاسبة متوسط مبيعات الوحدة AUV — مسار الحساب","Average Unit Volume Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط مبيعات الوحدة AUV.","franchise-tools","formula","true","1"
"workflow-rental-asset-yield-calculator-standard","حاسبة عائد أصل التأجير — مسار الحساب","Rental Asset Yield Calculator — standard","مسار مسار الحساب لأداة حاسبة عائد أصل التأجير.","rental-business-tools","formula","true","1"
"workflow-rental-utilization-rate-calculator-standard","حاسبة استغلال أصل التأجير — مسار الحساب","Rental Utilization Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة استغلال أصل التأجير.","rental-business-tools","formula","true","1"
"workflow-rental-revenue-per-day-calculator-standard","حاسبة إيراد يوم التأجير — مسار الحساب","Rental Revenue per Day Calculator — standard","مسار مسار الحساب لأداة حاسبة إيراد يوم التأجير.","rental-business-tools","formula","true","1"
"workflow-maintenance-cost-per-rental-calculator-standard","حاسبة الصيانة لكل عملية تأجير — مسار الحساب","Maintenance Cost per Rental Calculator — standard","مسار مسار الحساب لأداة حاسبة الصيانة لكل عملية تأجير.","rental-business-tools","formula","true","1"
"workflow-rental-damage-rate-calculator-standard","حاسبة معدل تلف التأجير — مسار الحساب","Rental Damage Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل تلف التأجير.","rental-business-tools","formula","true","1"
"workflow-rental-payback-period-calculator-standard","حاسبة استرداد أصل التأجير — مسار الحساب","Rental Asset Payback Calculator — standard","مسار مسار الحساب لأداة حاسبة استرداد أصل التأجير.","rental-business-tools","formula","true","1"
"workflow-rental-booking-conversion-calculator-standard","حاسبة تحويل طلبات التأجير — مسار الحساب","Rental Booking Conversion Calculator — standard","مسار مسار الحساب لأداة حاسبة تحويل طلبات التأجير.","rental-business-tools","formula","true","1"
